quality,alcohol,sulphates,volatile acidity,total sulfur dioxide,citric acid,density,chlorides,fixed acidity,pH,free sulfur dioxide,residual sugar
6,11.0,0.7,0.58,69.0,0.28,0.99633,0.085,7.0,3.32,12.0,4.8
6,11.3,0.63,0.64,33.0,0.0,0.99538,0.123,6.8,3.44,15.0,2.7
5,9.3,1.15,0.635,56.0,0.68,0.99632,0.403,8.6,3.02,19.0,1.8
4,11.2,0.55,1.02,24.0,0.0,0.99437,0.083,6.3,3.59,17.0,2.0
5,9.8,0.58,0.45,66.0,0.38,0.99726,0.081,9.8,3.15,34.0,2.5
6,11.8,0.72,0.37,51.0,0.32,0.99456,0.066,8.5,3.38,26.0,1.8
6,10.3,0.6,0.57,36.0,0.05,0.99564,0.081,7.2,3.38,16.0,2.3
6,10.3,0.6,0.57,36.0,0.05,0.99564,0.081,7.2,3.38,16.0,2.3
6,11.4,0.87,0.43,19.0,0.5,0.996,0.068,10.4,3.1,13.0,2.3
6,9.5,0.55,0.41,51.0,0.31,0.99668,0.079,6.9,3.47,21.0,2.0
6,14.0,0.75,0.38,60.0,0.01,0.99084,0.048,5.0,3.7,26.0,1.6
6,11.7,0.57,0.44,64.0,0.2,0.9935,0.049,7.3,3.38,24.0,1.6
5,11.2,0.53,0.46,44.0,0.0,0.99385,0.077,5.9,3.5,25.0,1.9
5,9.3,0.43,0.58,44.0,0.2,0.99494,0.073,7.5,3.1,34.0,2.0
6,11.2,0.53,0.58,36.0,0.13,0.9944,0.102,7.8,3.24,17.0,2.1
6,9.5,0.54,0.715,81.0,0.22,0.99688,0.075,8.0,3.24,13.0,2.3
4,12.0,0.56,0.4,10.0,0.4,0.99566,0.05,8.5,3.28,3.0,6.3
6,9.7,0.6,0.69,10.0,0.0,0.99636,0.114,7.0,3.35,3.0,1.9
6,9.5,0.54,0.715,81.0,0.22,0.99688,0.075,8.0,3.24,13.0,2.3
7,11.5,0.57,0.3,9.0,0.39,0.9948,0.062,9.8,3.14,3.0,1.7
6,10.4,0.64,0.46,54.0,0.2,0.9956,0.077,7.1,3.37,28.0,1.9
6,10.4,0.64,0.46,54.0,0.2,0.9956,0.077,7.1,3.37,28.0,1.9
6,10.9,0.68,0.765,22.0,0.0,0.99619,0.084,7.9,3.33,9.0,2.0
6,10.2,0.63,0.63,69.0,0.28,0.99734,0.096,8.7,3.26,17.0,2.7
5,10.9,0.56,0.42,36.0,0.19,0.99476,0.071,7.0,3.39,18.0,2.3
5,10.5,0.57,0.37,47.0,0.5,0.99734,0.09,11.3,3.15,20.0,1.8
5,10.2,1.17,0.6,110.0,0.3,0.99914,0.068,7.0,3.3,20.0,4.5
5,10.2,1.17,0.6,110.0,0.3,0.99914,0.068,7.0,3.3,20.0,4.5
5,11.0,0.59,0.74,12.0,0.0,0.99521,0.1,7.6,3.36,6.0,1.9
6,10.9,0.75,0.635,60.0,0.1,0.99638,0.073,8.2,3.29,25.0,2.1
6,12.4,0.67,0.395,28.0,0.13,0.99362,0.056,5.9,3.62,14.0,2.4
5,9.5,0.45,0.63,77.5,0.0,0.99558,0.093,6.6,3.2,51.0,4.3
6,12.1,0.61,0.53,29.0,0.14,0.99323,0.064,7.2,3.35,15.0,2.1
6,12.2,0.56,0.6,18.0,0.0,0.99191,0.063,5.7,3.45,11.0,1.4
3,10.9,0.4,1.58,9.0,0.0,0.99476,0.137,7.6,3.5,5.0,2.1
6,12.5,0.61,0.645,28.0,0.0,0.99444,0.08,5.2,3.78,15.0,2.15
6,11.7,0.74,0.86,57.0,0.07,0.99598,0.1,6.7,3.6,20.0,2.0
6,11.2,0.8,0.37,15.0,0.32,0.99576,0.064,9.1,3.3,4.0,2.1
5,9.2,0.44,0.79,68.0,0.21,0.9955,0.087,7.6,3.12,21.0,2.3
5,9.8,0.53,0.61,88.0,0.26,0.99612,0.073,7.5,3.3,24.0,1.9
5,10.1,0.62,0.69,91.0,0.32,0.9979,0.088,9.7,3.29,22.0,2.5
5,9.2,0.61,0.62,63.0,0.1,0.996,0.071,7.0,3.28,27.0,1.4
6,12.8,0.59,0.51,27.0,0.15,0.9929,0.064,6.5,3.33,12.0,3.0
5,10.5,0.47,1.18,41.0,0.21,0.99532,0.083,8.0,3.34,14.0,1.9
6,9.8,0.58,0.63,91.0,0.27,0.99616,0.083,7.5,3.26,17.0,2.0
6,12.5,0.59,0.74,46.0,0.0,0.99258,0.041,5.4,4.01,16.0,1.2
6,9.1,1.33,0.76,64.0,0.68,0.99652,0.414,9.1,2.9,18.0,1.7
6,12.5,0.59,0.74,46.0,0.0,0.99258,0.041,5.0,4.01,16.0,1.2
5,11.4,0.55,0.34,18.0,0.42,0.99392,0.058,9.1,3.18,9.0,1.8
6,10.6,0.6,0.46,34.0,0.24,0.9948,0.077,6.7,3.39,18.0,1.7
6,10.6,0.6,0.46,34.0,0.24,0.9948,0.077,6.7,3.39,18.0,1.7
6,10.6,0.6,0.46,34.0,0.24,0.9948,0.077,6.7,3.39,18.0,1.7
6,10.6,0.6,0.46,34.0,0.24,0.9948,0.077,6.7,3.39,18.0,1.7
5,9.3,0.52,0.52,38.0,0.11,0.9955,0.073,6.5,3.34,13.0,1.8
6,9.8,0.56,0.6,91.0,0.26,0.99616,0.083,7.4,3.29,17.0,2.1
6,9.8,0.56,0.6,91.0,0.26,0.99616,0.083,7.4,3.29,17.0,2.1
5,9.2,0.46,0.87,67.0,0.26,0.99668,0.107,7.8,3.26,31.0,3.8
6,9.7,0.43,0.39,25.0,0.1,0.99581,0.075,8.4,3.09,6.0,1.7
5,9.6,0.51,0.775,48.0,0.22,0.9976,0.079,9.1,3.18,12.0,2.2
5,10.0,0.52,0.835,11.0,0.0,0.99608,0.166,7.2,3.39,4.0,2.0
6,12.6,0.66,0.58,40.0,0.02,0.99387,0.069,6.6,3.38,19.0,2.4
5,9.5,0.45,0.5,26.0,0.0,0.99448,0.057,6.0,3.36,15.0,1.4
5,9.5,0.45,0.5,26.0,0.0,0.99448,0.057,6.0,3.36,15.0,1.4
5,9.5,0.45,0.5,26.0,0.0,0.99448,0.057,6.0,3.36,15.0,1.4
6,10.5,0.54,0.51,31.0,0.02,0.99538,0.084,7.5,3.36,13.0,1.7
6,10.5,0.54,0.51,31.0,0.02,0.99538,0.084,7.5,3.36,13.0,1.7
6,10.5,0.54,0.51,31.0,0.02,0.99538,0.084,7.5,3.36,13.0,1.7
6,10.5,0.54,0.51,31.0,0.02,0.99538,0.084,7.5,3.36,13.0,1.7
5,11.0,0.53,0.42,20.0,0.48,0.99852,0.077,11.5,3.09,8.0,2.6
6,10.2,0.53,0.44,28.0,0.24,0.99613,0.063,8.2,3.25,10.0,2.3
5,11.4,0.56,0.59,13.0,0.01,0.99472,0.056,6.1,3.52,5.0,2.1
5,9.5,0.39,0.655,12.0,0.03,0.99587,0.078,7.2,3.34,7.0,1.8
6,11.8,0.51,0.62,46.0,0.01,0.99332,0.065,7.2,3.32,8.0,2.3
5,10.3,0.46,0.645,57.0,0.03,0.9969,0.086,7.6,3.37,14.0,1.9
5,10.1,0.44,0.32,32.0,0.25,0.99464,0.086,6.1,3.36,5.0,1.8
5,10.1,0.44,0.34,28.0,0.25,0.99464,0.084,6.1,3.36,4.0,1.8
6,11.1,0.59,0.43,67.0,0.24,0.99648,0.078,7.3,3.6,27.0,2.5
5,9.5,0.5,0.64,98.0,0.17,0.99736,0.168,7.4,3.28,52.0,5.4
6,10.033,0.65,0.475,28.0,0.4,0.99704,0.091,11.6,3.07,6.0,1.4
5,10.1,0.54,0.85,54.0,0.14,0.99724,0.093,8.3,3.36,13.0,2.5
6,10.033,0.65,0.475,28.0,0.4,0.99704,0.091,11.6,3.07,6.0,1.4
6,11.8,0.53,0.605,31.0,0.02,0.995,0.096,7.2,3.46,10.0,1.9
5,9.8,0.5,0.74,45.0,0.08,0.99576,0.094,7.3,3.24,10.0,1.7
6,10.5,1.18,0.54,105.0,0.3,0.99725,0.088,6.9,3.25,9.0,2.2
6,9.8,0.5,0.77,74.0,0.32,0.99656,0.079,8.0,3.27,16.0,2.1
5,9.2,1.17,0.78,66.0,0.51,0.99623,0.415,8.7,3.0,12.0,1.7
6,11.6,1.03,0.58,14.0,0.56,0.99476,0.153,7.5,3.21,5.0,3.1
5,9.2,1.17,0.78,66.0,0.51,0.99623,0.415,8.7,3.0,12.0,1.7
5,10.0,0.46,0.885,31.0,0.2,0.9946,0.086,8.2,3.11,7.0,1.4
6,9.9,0.51,0.45,28.0,0.15,0.99609,0.078,7.2,3.29,10.0,2.0
6,10.8,0.62,0.57,35.0,0.02,0.99557,0.077,7.5,3.36,11.0,2.6
6,10.8,0.62,0.57,35.0,0.02,0.99557,0.077,7.5,3.36,11.0,2.6
5,9.9,0.49,0.6,105.0,0.22,0.99613,0.08,8.0,3.3,25.0,2.1
5,9.9,0.49,0.6,105.0,0.22,0.99613,0.08,8.0,3.3,25.0,2.1
5,9.5,0.5,0.755,84.0,0.15,0.99593,0.107,7.1,3.19,20.0,1.8
5,9.2,0.42,0.81,85.0,0.25,0.99668,0.076,8.0,3.19,34.0,3.4
5,9.6,0.58,0.64,23.0,0.07,0.9961,0.1,7.4,3.3,8.0,1.8
5,10.3,0.68,0.64,49.0,0.31,0.99718,0.083,6.6,3.35,7.0,6.1
6,12.5,0.59,0.49,33.0,0.0,0.99292,0.068,6.0,3.58,15.0,2.3
5,11.0,0.58,0.64,33.0,0.22,0.99612,0.094,8.0,3.37,5.0,2.4
5,9.8,0.48,0.62,12.0,0.06,0.9942,0.07,7.1,3.17,5.0,1.3
5,10.2,0.48,0.52,59.0,0.25,0.99612,0.078,8.0,3.3,19.0,2.0
6,9.55,0.65,0.685,12.0,0.1,0.99745,0.092,8.6,3.31,3.0,1.6
5,9.55,0.65,0.675,11.0,0.1,0.99745,0.09,8.7,3.31,4.0,1.6
5,9.9,0.52,0.59,104.0,0.26,0.99584,0.08,7.3,3.28,17.0,2.0
6,11.1,0.72,0.67,24.0,0.0,0.9956,0.068,7.2,3.42,10.0,2.2
5,9.9,0.51,0.69,141.0,0.21,0.9962,0.08,7.9,3.25,33.0,2.1
6,11.9,0.82,0.3,24.0,0.42,0.9963,0.052,7.6,3.44,6.0,2.0
8,10.0,1.1,0.33,13.0,0.33,0.996,0.061,7.2,3.23,3.0,1.7
6,10.7,0.62,0.5,46.0,0.39,0.9985,0.082,8.0,3.43,12.0,2.6
6,10.9,0.94,0.24,22.0,0.34,0.9974,0.062,8.2,3.22,8.0,5.1
6,10.7,0.93,0.51,54.0,0.0,0.995,0.064,6.0,3.54,40.0,2.1
7,12.4,1.01,0.29,53.0,0.36,0.995,0.048,8.1,3.27,35.0,2.2
6,10.7,0.93,0.51,54.0,0.0,0.995,0.064,6.0,3.54,40.0,2.1
6,11.9,0.44,0.96,16.0,0.0,0.9936,0.082,6.6,3.5,5.0,1.8
6,10.6,0.73,0.47,19.0,0.4,0.9963,0.071,6.4,3.56,8.0,2.4
6,10.9,0.94,0.24,22.0,0.34,0.9974,0.062,8.2,3.22,8.0,5.1
5,10.1,0.9,0.57,89.0,0.25,0.9963,0.104,9.9,3.04,12.0,2.0
5,9.6,0.78,0.32,15.0,0.59,0.9994,0.077,10.0,3.2,3.0,2.2
5,9.4,0.84,0.58,18.0,0.0,0.9966,0.065,6.2,3.56,8.0,1.6
5,9.6,0.78,0.32,15.0,0.59,0.9994,0.077,10.0,3.2,3.0,2.2
7,12.1,0.77,0.34,37.0,0.33,0.9952,0.064,7.3,3.35,21.0,2.5
5,9.8,0.46,0.53,19.0,0.01,0.995,0.077,7.8,3.16,3.0,1.6
5,9.9,0.45,0.64,133.0,0.21,0.9956,0.077,7.7,3.27,32.0,2.2
5,9.8,0.46,0.53,19.0,0.01,0.995,0.077,7.8,3.16,3.0,1.6
5,9.4,0.58,0.4,58.0,0.18,0.9965,0.079,7.5,3.34,24.0,1.6
6,11.4,0.84,0.54,55.0,0.0,0.9956,0.079,7.0,3.39,39.0,2.1
4,11.0,0.67,0.53,31.0,0.09,0.9968,0.123,6.4,3.5,14.0,3.9
5,11.2,0.58,0.41,23.0,0.33,0.9957,0.078,7.6,3.3,6.0,2.5
5,11.0,0.63,0.64,55.0,0.0,0.9962,0.072,7.8,3.31,27.0,1.9
5,11.3,0.93,0.18,67.0,0.4,0.996,0.049,7.9,3.33,38.0,2.2
5,10.4,0.62,0.41,47.0,0.24,0.9956,0.066,7.4,3.37,18.0,1.8
6,9.9,0.54,0.43,74.0,0.31,0.9958,0.069,7.6,3.26,13.0,2.1
7,10.1,0.74,0.4,25.0,0.16,0.9955,0.069,6.1,3.42,11.0,1.8
6,9.0,0.77,0.54,95.0,0.37,1.00369,0.214,10.2,3.18,55.0,15.4
5,8.5,0.65,0.38,90.0,0.38,0.99914,0.169,10.0,3.15,27.0,1.6
5,11.1,0.54,0.915,39.0,0.29,0.99577,0.07,6.8,3.53,15.0,4.8
5,10.3,0.47,0.59,8.0,0.0,0.996,0.052,7.0,3.41,3.0,1.7
6,11.067,0.68,0.67,92.0,0.02,0.99566,0.072,7.3,3.32,31.0,2.2
5,11.7,0.49,0.58,22.0,0.2,0.99322,0.058,6.9,3.38,8.0,1.75
6,9.6,0.52,0.785,98.0,0.19,0.99713,0.094,7.4,3.16,19.0,5.2
5,9.7,0.74,0.67,39.0,0.0,0.99701,0.08,6.8,3.4,22.0,1.9
8,11.3,0.76,0.38,29.0,0.31,0.99472,0.056,7.2,3.23,15.0,2.0
7,11.3,0.73,0.37,28.0,0.32,0.9947,0.062,7.2,3.23,15.0,2.0
7,11.0,0.78,0.32,17.0,0.44,0.99732,0.104,7.8,3.33,8.0,2.7
7,11.6,0.76,0.58,53.0,0.02,0.99374,0.062,6.6,3.35,37.0,2.0
6,10.9,0.69,0.45,23.0,0.63,0.99974,0.073,11.7,3.21,7.0,2.2
6,10.9,0.63,0.9,17.0,0.0,0.99467,0.052,6.5,3.5,9.0,1.6
5,9.0,0.58,0.49,85.0,0.33,0.99706,0.074,7.6,3.41,27.0,1.9
5,10.5,0.6,0.29,20.0,0.4,0.99603,0.067,8.4,3.39,8.0,1.7
7,11.9,0.8,0.2,15.0,0.35,0.99458,0.054,7.9,3.32,7.0,1.7
6,10.4,0.68,0.42,64.0,0.09,0.99724,0.054,6.4,3.41,34.0,2.3
4,10.0,0.61,0.785,13.0,0.0,0.99664,0.06,6.2,3.59,6.0,2.1
6,10.8,0.53,0.63,39.0,0.01,0.99522,0.076,6.9,3.34,14.0,2.4
5,9.7,0.67,0.59,53.0,0.1,0.9958,0.063,6.8,3.41,34.0,1.7
7,10.0,0.65,0.48,54.0,0.32,0.99728,0.062,7.3,3.3,31.0,2.1
4,11.0,0.57,1.04,32.0,0.08,0.99648,0.067,6.7,3.52,19.0,2.3
7,10.0,0.65,0.48,54.0,0.32,0.99728,0.062,7.3,3.3,31.0,2.1
3,9.7,0.55,0.98,49.0,0.05,0.99705,0.061,7.3,3.31,20.0,2.1
5,9.7,0.47,0.69,24.0,0.11,0.99578,0.084,10.0,2.88,8.0,1.4
5,12.6,0.52,0.7,16.0,0.08,0.99334,0.067,6.7,3.43,8.0,3.75
6,11.1,0.79,0.35,44.0,0.6,0.99656,0.073,7.6,3.38,23.0,2.6
5,11.0,0.54,0.6,45.0,0.08,0.99336,0.071,6.1,3.38,14.0,1.8
5,8.8,0.75,0.5,82.0,0.5,1.00242,0.205,9.9,3.16,48.0,13.8
7,13.567,0.88,0.47,89.0,0.11,0.99182,0.048,5.3,3.54,16.0,2.2
5,8.8,0.75,0.5,82.0,0.5,1.00242,0.205,9.9,3.16,48.0,13.8
7,13.6,0.88,0.47,89.0,0.11,0.99182,0.048,5.3,3.54,16.0,2.2
3,10.2,0.52,0.875,14.0,0.05,0.99808,0.082,7.1,3.4,3.0,5.7
5,10.6,0.68,0.28,22.0,0.6,0.99828,0.104,8.2,3.39,10.0,3.0
4,10.1,0.62,0.62,13.0,0.03,0.99498,0.08,5.6,3.66,6.0,1.5
5,10.6,0.68,0.28,22.0,0.6,0.99828,0.104,8.2,3.39,10.0,3.0
5,10.7,0.61,0.33,12.0,0.44,0.99542,0.042,8.1,3.35,6.0,1.5
5,9.7,0.55,0.655,25.0,0.16,0.99606,0.074,7.0,3.37,8.0,2.1
5,10.3,0.6,0.68,23.0,0.21,0.99546,0.07,6.8,3.38,9.0,2.1
5,10.6,0.78,0.64,17.0,0.05,0.99496,0.066,6.0,3.52,9.0,1.9
5,11.4,0.58,0.54,13.0,0.04,0.9942,0.049,5.6,3.72,5.0,1.7
6,12.4,0.56,0.22,18.0,0.49,0.99344,0.039,7.1,3.39,8.0,1.8
5,11.95,0.54,0.65,18.0,0.06,0.99348,0.05,6.2,3.57,6.0,1.6
5,9.7,0.59,0.54,147.0,0.26,0.99636,0.089,7.7,3.26,23.0,1.9
7,10.0,0.7,0.31,28.0,0.09,0.99459,0.066,6.4,3.42,15.0,1.4
6,10.6,0.81,0.43,28.0,0.02,0.99492,0.08,7.0,3.35,15.0,1.9
6,11.5,0.63,0.74,16.0,0.03,0.99508,0.054,6.9,3.45,7.0,2.3
6,11.5,0.63,0.74,16.0,0.03,0.99508,0.054,6.9,3.45,7.0,2.3
5,9.4,0.53,0.82,64.0,0.29,0.99642,0.083,7.8,3.16,21.0,4.3
6,11.0,0.69,0.44,14.0,0.39,0.99555,0.077,6.2,3.51,6.0,2.5
6,11.4,0.55,0.38,12.0,0.57,0.99605,0.106,7.5,3.36,5.0,2.3
3,9.95,0.63,0.76,12.0,0.02,0.996,0.078,6.7,3.55,6.0,1.8
6,10.8,0.66,0.81,14.0,0.05,0.99562,0.07,6.8,3.51,6.0,2.0
6,11.4,0.55,0.38,12.0,0.57,0.99605,0.106,7.5,3.36,5.0,2.3
6,10.6,0.72,0.27,25.0,0.6,0.99814,0.074,7.1,3.38,17.0,2.1
5,11.1,0.7,0.18,20.0,0.4,0.9941,0.062,7.9,3.28,7.0,1.8
6,9.7,0.77,0.36,48.0,0.21,0.99661,0.047,6.4,3.47,26.0,2.2
5,9.8,0.67,0.69,27.0,0.04,0.99712,0.068,7.1,3.44,19.0,2.1
6,9.233,0.72,0.84,65.0,0.21,0.99842,0.074,6.9,3.53,16.0,4.1
6,9.25,0.72,0.84,65.0,0.21,0.99842,0.074,6.9,3.53,16.0,4.1
6,10.3,0.83,0.53,44.0,0.06,0.99489,0.063,6.5,3.38,29.0,2.0
5,10.5,0.63,0.47,20.0,0.46,0.99647,0.114,7.4,3.32,7.0,2.2
5,10.2,0.58,0.7,27.0,0.08,0.99665,0.106,6.6,3.44,14.0,2.6
5,10.6,0.97,0.32,58.0,0.25,0.99633,0.071,6.1,3.42,23.0,2.3
5,10.4,0.6,0.48,61.0,0.25,0.9953,0.076,6.8,3.34,29.0,2.0
5,9.7,0.64,0.48,34.0,0.08,0.99552,0.064,6.7,3.33,18.0,2.1
6,9.6,0.65,0.47,38.0,0.08,0.99553,0.064,6.8,3.3,18.0,2.2
6,10.1,0.67,0.29,59.0,0.49,0.99714,0.096,7.9,3.31,21.0,2.2
6,10.2,0.6,0.69,52.0,0.08,0.99608,0.063,7.1,3.42,42.0,2.1
6,11.3,0.69,0.44,18.0,0.09,0.99444,0.063,6.6,3.42,9.0,2.2
5,10.2,0.66,0.705,28.0,0.1,0.99631,0.081,6.1,3.6,13.0,2.8
6,9.9,0.68,0.53,22.0,0.13,0.99573,0.058,7.2,3.21,18.0,2.0
5,9.0,0.61,0.39,84.0,0.3,0.99717,0.074,8.0,3.39,32.0,1.9
7,11.7,0.62,0.56,29.0,0.14,0.99397,0.064,6.6,3.42,13.0,2.4
6,9.7,0.59,0.55,35.0,0.13,0.9959,0.075,7.0,3.36,15.0,2.2
5,12.0,0.63,0.64,26.0,0.09,0.99538,0.081,6.2,3.57,15.0,2.5
6,11.6,0.63,0.52,32.0,0.08,0.99646,0.071,6.2,3.56,11.0,4.4
7,11.2,0.81,0.37,19.0,0.43,0.9955,0.063,8.4,3.17,12.0,2.3
6,10.1,0.64,0.63,28.0,0.33,0.99531,0.059,6.5,3.36,16.0,1.8
5,10.2,0.61,0.57,26.0,0.02,0.99575,0.072,7.0,3.36,17.0,2.0
5,10.4,0.58,0.4,50.0,0.5,0.99783,0.099,11.2,3.1,19.0,2.0
8,11.4,0.7,0.36,24.0,0.3,0.99419,0.074,7.4,3.24,17.0,1.8
5,9.4,0.54,0.67,27.0,0.0,0.99768,0.083,7.1,3.44,18.0,2.3
6,11.3,0.66,0.68,54.0,0.01,0.99586,0.103,6.3,3.51,32.0,3.7
5,9.4,0.6,0.735,28.0,0.0,0.99765,0.08,7.3,3.41,18.0,2.2
7,10.55,0.68,0.56,24.0,0.17,0.99514,0.065,7.0,3.44,15.0,1.7
5,9.9,0.56,0.88,20.0,0.04,0.99636,0.066,6.6,3.53,12.0,2.2
6,11.0,0.6,0.855,23.0,0.02,0.99627,0.062,6.6,3.54,15.0,2.4
5,9.5,0.56,0.63,115.0,0.33,0.99787,0.235,6.9,3.22,66.0,6.7
5,9.9,0.52,0.6,131.0,0.26,0.99622,0.08,7.8,3.21,31.0,2.0
5,9.9,0.52,0.6,131.0,0.26,0.99622,0.08,7.8,3.21,31.0,2.0
5,9.9,0.52,0.6,131.0,0.26,0.99622,0.08,7.8,3.21,31.0,2.0
5,10.1,0.54,0.695,20.0,0.13,0.99546,0.076,7.2,3.29,12.0,2.0
5,10.1,0.54,0.695,20.0,0.13,0.99546,0.076,7.2,3.29,12.0,2.0
6,10.9,0.82,0.67,42.0,0.02,0.99489,0.061,6.7,3.39,26.0,1.9
6,11.2,0.71,0.16,52.0,0.64,0.99494,0.059,6.7,3.34,24.0,2.1
5,10.1,0.54,0.695,20.0,0.13,0.99546,0.076,7.2,3.29,12.0,2.0
5,9.2,0.59,0.56,42.0,0.13,0.99629,0.077,7.0,3.34,25.0,1.6
6,11.5,0.57,0.51,34.0,0.14,0.99396,0.056,6.2,3.48,15.0,1.9
6,12.4,0.93,0.36,35.0,0.53,0.9934,0.23,6.4,3.37,19.0,2.2
6,11.1,0.65,0.38,25.0,0.14,0.99514,0.038,6.4,3.44,15.0,2.2
5,9.5,0.51,0.69,104.0,0.32,0.99632,0.069,7.3,3.33,35.0,2.2
6,12.5,0.67,0.58,50.0,0.2,0.99467,0.075,6.0,3.58,15.0,2.4
6,11.8,0.64,0.52,20.0,0.4,0.99474,0.06,7.5,3.26,12.0,2.2
6,10.8,0.78,0.3,29.0,0.63,0.99588,0.081,8.0,3.3,16.0,1.6
6,11.9,0.6,0.7,27.0,0.15,0.99622,0.076,6.2,3.54,13.0,5.1
6,11.3,0.67,0.67,20.0,0.15,0.9954,0.118,6.8,3.42,13.0,1.8
6,11.9,0.6,0.35,26.0,0.33,0.9947,0.068,7.4,3.36,9.0,2.4
5,11.9,0.5,0.715,27.0,0.1,0.99362,0.053,6.1,3.57,13.0,2.6
5,9.8,0.62,0.46,98.0,0.29,0.99578,0.074,6.2,3.33,32.0,2.1
7,11.6,0.8,0.32,34.0,0.44,0.99484,0.061,6.7,3.29,24.0,2.4
6,11.4,0.85,0.31,60.0,0.41,0.99492,0.065,7.5,3.34,34.0,2.4
6,10.9,0.66,0.61,28.0,0.11,0.99483,0.066,5.8,3.55,18.0,1.8
6,11.6,0.82,0.55,35.0,0.15,0.99314,0.077,6.3,3.32,26.0,1.8
6,11.6,0.56,0.74,26.0,0.09,0.99402,0.089,5.4,3.67,16.0,1.7
6,11.0,0.75,0.51,40.0,0.13,0.99574,0.076,6.3,3.42,29.0,2.3
6,9.5,0.82,0.62,38.0,0.08,0.99651,0.068,6.8,3.42,28.0,1.9
5,10.5,0.58,0.6,44.0,0.08,0.9949,0.09,6.2,3.45,32.0,2.0
6,11.2,0.76,0.55,51.0,0.1,0.99512,0.062,5.9,3.52,39.0,2.2
5,10.2,0.71,0.645,44.0,0.12,0.99547,0.075,5.9,3.57,32.0,2.0
